api_id;name;ort;kreis;lat;lon;website;impressum_url;telefon;email;adresse;geschaeftsfuehrung;einrichtungsleitung;status;error_msg
21908;"SENIOREN-RESIDENZ ""bona-fide"" GmbH";Aachen;Städteregion Aachen;50.777453;6.100499;https://www.dastelefonbuch.de/Branchen/Seniorenzentrum/Aachen;https://www.dastelefonbuch.de/Impressum;(0049) 069 / 2682-0;info@dtme.de;Wiesenhüttenstr. 18 60329 Frankfurt am Main E-Mail;in: Roksana Leonetti;;found;
6832;Senioren-Park carpe diem Aachen;Aachen;Städteregion Aachen;50.7799;6.0959;https://www.senioren-park.de/Aachen;https://www.senioren-park.de/Impressum#Datenschutz;02196/7214-40;mail@senioren-park.de;Flöring-Str. 22 42929 Wermelskirchen Telefon;Jan C. Schreiter;;found;
188;Seniorenzentrum Heilig Geist;Aachen;Städteregion Aachen;50.7772;6.0951;https://www.caritas.de/adressen/seniorenzentrum-heilig-geist/52062-aachen/107784;https://www.caritas.de/impressum;+49 (0)761 200-0;info@caritas.de;Karlstraße 40 79104 Freiburg Deutschland Telefon;Dieser ist ebenfalls rechtlich verantwortlich i.S.d. § 18;;found;
2483;Katholische Stiftung Seniorenhaus St. Laurentius Aachen-Laurensberg;Aachen;Städteregion Aachen;50.8031;6.054298;https://www.krankenpflegejobs24.de/kerpen/krankenpflege;https://www.krankenpflegejobs24.de/impressum;02961-78688-34;;59929 Brilon;Christian Beule, Matthias Kapfhamer;;found;
2714;Itertalklinik Seniorenzentrum Kornelimünster;Aachen;Städteregion Aachen;50.731;6.174;http://www.pflegelinks.de/pflegeheim/itertalklinik-seniorenzentrum-kornelimuenster;http://www.pflegelinks.de/impressum;;info@pflegelinks.de;MoltkestraÃe 47, 20253 Hamburg;;;found;
2909;CMS Pflegewohnstift Laurensberg;Aachen;Städteregion Aachen;50.795194;6.058461;https://www.unternehmensauskunft.com/CMS-Pflegewohnstift-Laurensberg-36233650.html;;;;;;;error;Homepage fetch failed: 403 Client Error: Forbidden for url: https://www.unternehmensauskunft.com/CMS-Pflegewohnstift-Laurensberg-36233650.html
673;Haus Aurelius;Aachen;Städteregion Aachen;50.7697;6.087;https://www.heinrichs-gruppe.de/10-jahre-haus-aurelius-aachen/;https://www.heinrichs-gruppe.de/impressum/;0 24 54 / 94 00 0;info@heinrichs-gruppe.de;Hauptstraße 15 52538 Gangelt Tel;;;found;
21627;Seniorenzentrum Franziskuskloster-Lindenplatz;Aachen;Städteregion Aachen;50.774562;6.078083;https://www.residenzen.de/seniorenresidenz/seniorenzentrum_franziskuskloster-lindenplatz-217386.html;https://www.residenzen.de/impressum;+49 671 4831306-0;info@proagemedia.de;Wöllsteiner Str. 3 55543 Bad Kreuznach Telefon;Kurt Schüller;;found;
707;Haus Hörn Seniorenhaus;Aachen;Städteregion Aachen;50.7805;6.0575;https://www.haus-hoern.de/jobs/stellenanzeige/auszubildende-mw-altenpflege-seniorenhaus/;https://www.haus-hoern.de/impressum/;0241 997 81;post@haus-hoern.de;"18800
Geschäftsführer";Manfred Vieweg;;found;
8502;Haus Hörn ILP/Intensive Langzeitpflege;Aachen;Städteregion Aachen;50.7805;6.0575;;;;;;;;search_failed;
680;Haus Cadenbach / Ein Zuhause im Alter;Aachen;Städteregion Aachen;50.7674;6.0773;https://unser-quartier.de/55plus-am-westpark/adresse/haus-cadenbach-ein-zuhause-im-alter-ezia/;https://unser-quartier.de/55plus-am-westpark/impressum/;0241/87918;quartier-am-westpark@gmx.de;Welkenrather Straße 69-71, 52074 Aachen;Ralf Kaup, Bernhard Verholen;Peter Rode;found;
2780;Margarethe-Eichholz-Heim;Aachen;Städteregion Aachen;50.7666;6.0757;https://www.meh-aachen.de/impressum/;https://www.meh-aachen.de/impressum/;+49(0)241;info@margarethe-eichholz-heim.de;Wichernstraße 2-3, 52064 Aachen;Muhammet Kilic;;found;
13079;Altenheim St. Elisabeth ACD Aachener Caritasdienste gGmbH;Aachen;Städteregion Aachen;50.772472;6.065469;https://acd-aachen.de/pflegefachassistenz/;https://acd-aachen.de/pflegefachassistenz/Aachener Caritasdienste – Altenpflege und Hospizdienste in Aachen./impressum;0241/87918-0;info@acd-aachen.de;Görgen-Straße 12 52066 Aachen www;Ralf Kaup & Alexander Letzel;;found;
18758;Seniorenzentrum Morillenhang;Aachen;Städteregion Aachen;50.7667;6.0707;https://www.awo-gesa.de/de/unsere-standorte/seniorenzentrum-morillenhang/;https://www.awo-gesa.de/de/meta-navigation/footer/impressum/;+49 221 57 99 8 - 0;awo-gesa@awo-mittelrhein.de;Rhonestraße 2 a, 50765 Köln;Sabine von Homeyer, Boris Hammerschmitt;;found;
7609;Altenzentrum Papst-Johannes-Stift, ACD Aachener Caritasdienste GmbH;Aachen;Städteregion Aachen;50.752783;6.083187;https://acd-aachen.de/altenzentrum-papst-johannes-stift/;https://acd-aachen.de/altenzentrum-papst-johannes-stift/Aachener Caritasdienste – Altenpflege und Hospizdienste in Aachen./impressum;0241/87918-0;info@acd-aachen.de;Görgen-Straße 12 52066 Aachen www;Ralf Kaup & Alexander Letzel;;found;
2713;Itertalklinik Seniorenzentrum Walheim;Aachen;Städteregion Aachen;50.7032;6.178;https://www.unternehmensauskunft.com/Itertalklinik-Seniorenzentrum-Walheim-36231706.html;;;;;;;error;Homepage fetch failed: 403 Client Error: Forbidden for url: https://www.unternehmensauskunft.com/Itertalklinik-Seniorenzentrum-Walheim-36231706.html
21629;Seniorenzentrum Lourdesheim;Aachen;Städteregion Aachen;50.7474;6.0885;https://www.servicestellehospizarbeit.de/aachener-hospizgespraeche/mitglieder-hopiz/;https://www.servicestellehospizarbeit.de/impressum;0241/512722;info@bildungswerkaachen.de;Adalbertsteinweg 257 52066 Aachen tel;Veronika Schönhofer-Nellessen;;found;
2665;Klosterstift Radermecher;Aachen;Städteregion Aachen;50.760929;6.06334;https://www.unternehmensauskunft.com/Klosterstift-Radermecher-363355.html;;;;;;;error;Homepage fetch failed: 403 Client Error: Forbidden for url: https://www.unternehmensauskunft.com/Klosterstift-Radermecher-363355.html
1829;St. Marien Senioren- u. Pflegezentrum;Ahaus;Kreis Borken;52.0698;6.9938;https://www.pflegenetz-westmuensterland.de/einrichtungen/senioren-und-pflegezentren/st-marien-senioren-und-pflegezentrum-ahaus/kontakt/impressum/;https://www.pflegenetz-westmuensterland.de/einrichtungen/senioren-und-pflegezentren/st-marien-senioren-und-pflegezentrum-ahaus/kontakt/impressum/;02561 99-1250;datenschutz@svb-muelot.de;Wüllener Straße 99a, 48683 Ahaus Juristischer Sitz der Gesellschaft;;;found;
6602;Heinrich-Albertz-Haus;Ahaus;Kreis Borken;52.074446;7.013887;https://www.caritas-ahaus-vreden.de/angebote/pflege-und-betreuung/caritas-seniorenheime/heinrich-albertz-haus-ahaus/index.html;https://www.caritas-ahaus-vreden.de/impressum/datenschutz/;02561/42090;info@caritas-ahaus-vreden.de;Industriestr. 25, 91710 Gunzenhausen;Hans-Peter Merzbach, Peter Schwack, Matthias Wittland;;found;
1412;Caritas Seniorenheim  Holthues Hoff;Ahaus;Kreis Borken;52.084472;7.008154;https://www.pflegelist.de/einrichtungen/caritas-seniorenheim-holthues-hoff/59194;https://pflegelist.de/impressum;;info@netvee.de;Jahnstraße 5 63322 Rödermark Kontakt;;;found;
1411;Caritas Seniorenheim St. Friedrich;Ahaus;Kreis Borken;52.093382;6.97574;https://www.wessum.de/directory/caritas-seniorenheim-st-friedrich-das-wessumer-krankenhaus/;https://www.wessum.de/impressum/;+49 2561;info@blmedia.de;Wesheimstraße 41 48683 Ahaus in Einrichtungen Kindertagesstätte Siebenstein Südstraße;Ralf Lefering;;found;
6425;Katharinen Stift;Ahaus;Kreis Borken;52.127257;6.907777;https://www.xing.com/jobs/k-teilzeit/l-ahaus;https://www.xing.com/legalnotice;;;;;;found;
720;Elisabeth-Tombrock-Haus;Ahlen;Kreis Warendorf;51.7659;7.8777;https://www.elisabeth-tombrock-haus.de/impressum.html;https://www.elisabeth-tombrock-haus.de/impressum.html?alias=-&cHash=1d54174942877d48c9e177f1f9dff82d;0 25 04 / 60-0;erhard.richard@st-clemens-gmbh.de;Kapellenstraße 25 59227 Ahlen Träger;;;found;
219;AWO Seniorenzentrum Hugo-Stoffers;Ahlen;Kreis Warendorf;51.7688;7.8804;https://hugo-stoffers-sz.awo-ww.de/kontakt;https://hugo-stoffers-sz.awo-ww.de/impressum;0231 5483-0;info@awo-ww.de;Kronenstraße 63-69, 44139 Dortmund;Kontakt:;;found;
731;St. Vinzenz am Stadtpark;Ahlen;Kreis Warendorf;51.764276;7.887918;https://seniorenahlen.de/reparatur-cafe-im-st-vinzenz-am-stadtpark-2;https://seniorenahlen.de/impressum#c397;02382 59-450;bueschers@stadt-ahlen.de;59227 Ahlen;;;found;
15918;Seniorenzentrum Am Domizil;Ahlen;Kreis Warendorf;51.7609;7.9003;https://www.pflegedienstjobs24.de/ahlen/pflegehelfer;https://www.pflegedienstjobs24.de/impressum;02961-78688-37;;59929 Brilon;Christian Beule, Matthias Kapfhamer;;found;
9667;Betreuungszentrum Rosengarten;Ahlen;Kreis Warendorf;51.766594;7.896708;https://www.jobboerse-direkt.de/stellenangebote/Pflegefachassistent-Ahlen-7621374;https://www.jobboerse-direkt.de/impressum;+49 (0)2506;info@jobboerse-direkt.de;Münsterstraße 109 48155 Münster Telefon;Maike Lehmann;;found;
2381;Seniorenzentrum Drüke Möhne;Ahlen;Kreis Warendorf;51.8083;7.9415;https://vst-drueke-moehne.ap-pflegedienste.de/impressum/;;;;;;;error;Homepage fetch failed: HTTPSConnectionPool(host='vst-drueke-moehne.ap-pflegedienste.de', port=443): Max retries exceeded with url: /impressum/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))
427;Wohnanlage Gut Köttenich;Aldenhoven;Kreis Düren;50.8986;6.2895;https://www.stellenmarkt.de/anzeige26107738.html;https://www.stellenmarkt.de/impressum.php;069 - 21 93 95 59;info@stellenmarkt.de;Opernplatz 14 60313 Frankfurt Telefon;Dr.Hans-Peter Luippold: info@karrieremagazin.de;;found;
22059;Wohnanlage Neu Pattern;Aldenhoven;Kreis Düren;50.8908;6.2717;https://www.residenzen.de/seniorenresidenz/wohnanlage_neu-pattern-695525.html;https://www.residenzen.de/impressum;+49 671 4831306-0;info@proagemedia.de;Wöllsteiner Str. 3 55543 Bad Kreuznach Telefon;Kurt Schüller;;found;
22064;Wohnanlage Neu Pattern Kurzzeitpflege;Aldenhoven;Kreis Düren;50.8908;6.2717;https://www.residenzen.de/seniorenresidenz/wohnanlage_neu-pattern-695525.html;https://www.residenzen.de/impressum;+49 671 4831306-0;info@proagemedia.de;Wöllsteiner Str. 3 55543 Bad Kreuznach Telefon;Kurt Schüller;;found;
31832;Libento Seniorenresidenz Alfter;Alfter;Rhein-Sieg-Kreis;50.7397;7.0127;https://jobs.lindhorst-gruppe.de/Verwaltungsfachkraft-mwd-de-j817.html;;;;;;;error;Homepage fetch failed: 410 Client Error: Not Found for url: https://jobs.lindhorst-gruppe.de/Verwaltungsfachkraft-mwd-de-j817.html
22307;Sankt Elisabeth Seniorenzentrum;Alfter;Rhein-Sieg-Kreis;50.721633;7.025006;https://www.residenzen.de/seniorenresidenzen-alfter;https://www.residenzen.de/impressum;+49 671 4831306-0;info@proagemedia.de;Wöllsteiner Str. 3 55543 Bad Kreuznach Telefon;Kurt Schüller;;found;
1023;Wachkomabereich - Menschen mit schweren und schwersten neurologischen Störungen und Rehabilitationsphase F;Alpen;Kreis Wesel;51.576398;6.509105;;;;;;;;search_failed;
1024;Marienstift Alpen;Alpen;Kreis Wesel;51.576398;6.509105;https://www.marienstift-alpen.de/ueber-uns/2-uncategorised/2-impressum.html;https://www.marienstift-alpen.de/ueber-uns/2-uncategorised/2-impressum.html;02802 - 8290;;Ulrichstraße 16-18, 46519 Alpen;Andreas Heßeling;;found;
13879;"Pflege-und Betreuungszentrum ""Haus Sebastian""";Alpen;Kreis Wesel;51.611587;6.45517;https://www.lavida-immo.de/project/https-www-lavida-immo-de-project-seniorenzentrum-haus-rosemarie-in-alpen/;https://www.lavida-immo.de/impressum/;;;Mühlenstraße 20-22, 48607 Ochtrup;Wilfried Bösch;;found;
32997;Alten- und Pflegeeinrichtung Haus Rosemarie;Alpen;Kreis Wesel;51.6116;6.4552;https://www.gpabrunngraber.de/das-sind-wir/haus-rosemarie/;https://www.gpabrunngraber.de/impressum/;0280294620;;Marienbaumer Str. 145 47665 Sonsbeck Deutschland Telefon;Timo Brunngraber, Larissa Brunngraber;;found;
22074;Seniorenzentrum St. Anna, Alsdorf;Alsdorf;Städteregion Aachen;50.8716;6.2045;https://gdg-alsdorf.bistumac.de/kontakte-einrichtungen/einrichtungen/ambulanter-hospizdienst-st.-anna/;https://gdg-alsdorf.bistumac.de/impressum/;+49 2404 1389;st.josef-alsdorf@gmx.de;Oppelner Straße 2 52477 Alsdorf Telefon;;;found;
1145;Stella Vitalis Seniorenzentrum am Mariadorfer Dreieck;Alsdorf;Städteregion Aachen;50.858797;6.202379;http://www.pflegelinks.de/pflegeheim/stella-vitalis-seniorenzentrum-am-mariadorfer-dreieck;http://www.pflegelinks.de/impressum;;info@pflegelinks.de;MoltkestraÃe 47, 20253 Hamburg;;;found;
2054;Haus Christina;Alsdorf;Städteregion Aachen;50.8746;6.1723;http://www.pflegelinks.de/pflegeheim/haus-christina;http://www.pflegelinks.de/impressum;;info@pflegelinks.de;MoltkestraÃe 47, 20253 Hamburg;;;found;
21993;Wohnstätte betagter Bürger Haus Stephanie GmgH & Co. KG;Alsdorf;Städteregion Aachen;50.864909;6.186136;https://www.hausstephanie.de/impressum.htm;https://www.hausstephanie.de/impressum_und_datenschutz.htm;(02404) 61930;info@hausstephanie.de;52477 Alsdorf;Uwe Grotensohn;Violanta Grotensohn;found;
422;Wohnanlage  An der Stadthalle;Alsdorf;Städteregion Aachen;50.8749;6.1624;http://www.pflegelinks.de/pflegeheim/wohnanlage-fuer-senioren-und-behinderte-an-der-stadthalle;http://www.pflegelinks.de/impressum;;info@pflegelinks.de;MoltkestraÃe 47, 20253 Hamburg;;;found;
22820;Altenheim St. Josefhaus;Alsdorf;Städteregion Aachen;50.878924;6.14071;https://www.antonius-wuerselen.de/st-josefhaus/startseite;https://www.antonius-wuerselen.de/st-josefhaus/st-josefhaus/impressum;;;;;;found;
8808;Ellen - Scheuner - Haus;Altena;Märkischer Kreis;51.295832;7.673915;;;;;;;;search_failed;
34721;Seniorenzentrum Linscheider Bach;Altena;Märkischer Kreis;51.31;7.6724;https://vst-linscheider-bach.ap-pflegedienste.de/impressum/;;;;;;;error;Homepage fetch failed: HTTPSConnectionPool(host='vst-linscheider-bach.ap-pflegedienste.de', port=443): Max retries exceeded with url: /impressum/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)')))
2460;"Pflegeeinrichtung ""Das Kohlberghaus""";Altena;Märkischer Kreis;51.29596;7.763895;https://www.kohlberghaus.de/impressum/;https://www.kohlberghaus.de/impressum/;02392 9698-0;datenschutz@kohlberghaus.de;Bismarckstr. 17 58762 Altena http;;;found;
32800;Altenpflegeheim Haus Füllenhof;Altenbeken;Kreis Paderborn;51.7148;8.9353;http://www.füllenhof.de/impressum;http://www.xn--fllenhof-65a.de/impressum;+49525598550;info@haus-fuellenhof.de;Brokstraße 14 33184 Altenbeken;Alexander Nolte;;found;
6573;Seniorenzentrum Altenbeken;Altenbeken;Kreis Paderborn;51.7589;8.9527;https://www.luftbildsuche.de/info/luftbilder/gebude-seniorenzentrums-altenbeken-nordrhein-westfalen-deutschland-644460.html;https://www.luftbildsuche.de/info/luftbilder/impressum.php;;terzer@euroluftbild.de;"Luftbild-Nr. 6, 95181
Schiff";;;found;
1820;Edith-Stein-Haus;Altenberge;Kreis Steinfurt;52.041484;7.46312;https://www.domradio.de/artikel/edith-stein-haus-altenberg-laedt-zu-spirituellen-angeboten-ein;https://www.domradio.de/impressum;+49 221-258860;info@domradio.de;Domkloster 3, 50667 Köln;Gerald Mayer;;found;
1897;Haus St. Elisabeth;Anröchte;Kreis Soest ;51.558729;8.322313;;;;;;;;search_failed;
12171;Seniorenhaus Klostereichen;Arnsberg;Hochsauerlandkreis;51.434565;7.964249;https://www.caritas-arnsberg.de/pflege-amp-wohnen/seniorenhaeuser/seniorenhaus-klostereichen/seniorenhaus-klostereichen;https://www.caritas-arnsberg.de/organisation/impressum/impressum;+49(0)2931 806-9;info@caritas-arnsberg.de;Hellefelder Straße 27 - 29, 59821 Arnsberg;Dem Vorstand gehören an:;;found;
6184;Gesundheits- und Seniorenzentrum am Bremers Park GmbH;Arnsberg;Hochsauerlandkreis;51.4468;7.9645;https://bremerspark.de/;https://bremerspark.de/impressum/;02932;info@bremerspark.de;Cosack-Straße 2 59755 Arnsberg Kontaktmöglichkeiten;e Personen:;;found;
1955;St. Johannes Pflegezentrum;Arnsberg;Hochsauerlandkreis;51.451098;7.962515;https://woll-magazin.de/foerderverein-unterstuetzt-st-johannes-pflegezentrum-mit-neuem-trainingsgeraet/;https://woll-magazin.de/impressum/;02971 87087;info@kajado.de;Kückelheim 11, 57392 Schmallenberg;;;found;
1616;Ernst-Wilm-Haus;Arnsberg;Hochsauerlandkreis;51.437862;7.979046;https://www.ewh-arnsberg.de/impressum/;https://www.ewh-arnsberg.de/impressum;02932 4905-0;;Wienburgstraße 62, 48147 Münster Postfach;;;found;
2634;Haus Flammberg Seniorenresidenz;Arnsberg;Hochsauerlandkreis;51.420242;7.999424;https://web2.cylex.de/firma-home/haus-flammberg-seniorenresidenz-gmbh-2774443.html;;;;;;;error;Homepage fetch failed: 403 Client Error: Forbidden for url: https://web2.cylex.de/firma-home/haus-flammberg-seniorenresidenz-gmbh-2774443.html
21083;SWP Arnsberg;Arnsberg;Hochsauerlandkreis;51.392246;8.065898;https://www.xing.com/profile/Matthias_Richter165;https://www.xing.com/legalnotice;;;;;;found;
23087;Comunita Seniorenresidenz Ruhrblick;Arnsberg;Hochsauerlandkreis;51.4041;8.0666;https://comunita-seniorenhaeuser.de/unsere-haeuser/seniorenresidenz-ruhrblick/;https://comunita-seniorenhaeuser.de/impressum/;+49 69 6435700 0;MPG-Beauftragter@orpea.de;ry-Straße 8 60549 Frankfurt am Main Tel;Götz Leschonsky (CEO), Dr. Robert Kordic, Jean-Christophe Zell;;found;
12137;Caritas Seniorenhaus Sankt Anna;Arnsberg;Hochsauerlandkreis;51.3939;8.071;https://www.caritas-arnsberg.de/pflege-amp-wohnen/seniorenhaeuser/seniorenhaus-sankt-anna/seniorenhaus-sankt-anna;https://www.caritas-arnsberg.de/organisation/impressum/impressum;+49(0)2931 806-9;info@caritas-arnsberg.de;Hellefelder Straße 27 - 29, 59821 Arnsberg;Dem Vorstand gehören an:;;found;
12172;Seniorenhaus St. Joachim;Arnsberg;Hochsauerlandkreis;51.398;8.0714;https://www.caritas-arnsberg.de/pflege-amp-wohnen/seniorenhaeuser/seniorenhaus-sankt-anna/seniorenhaus-sankt-anna;https://www.caritas-arnsberg.de/organisation/impressum/impressum;+49(0)2931 806-9;info@caritas-arnsberg.de;Hellefelder Straße 27 - 29, 59821 Arnsberg;Dem Vorstand gehören an:;;found;
1654;Elisabethheim Oeventrop;Arnsberg;Hochsauerlandkreis;51.400396;8.132078;https://www.kununu.com/de/elisabethheim-oeventrop1;https://www.kununu.com/de/info/impressum;;support@kununu.com;Arabellastraße 23 81925 München Deutschland E-Mail;Impressum;;found;
1948;Seniorenzentrum Zum guten Hirten;Arnsberg, Westfalen;Hochsauerlandkreis;51.385126;8.081581;;;;;;;;search_failed;
475;Malteserstift St. Benedikt;Ascheberg;Kreis Coesfeld;51.740636;7.655655;https://www.profilschule-ascheberg.de/portfolio-items/malteserstift-st-benedikt/;https://www.profilschule-ascheberg.de/impressum/;0211/38424-0;;"0259392, 99230
Datenschutzbeauftragte";;;found;
371;St. Lambertus  Alten- und Pflegeheim;Ascheberg;Kreis Coesfeld;51.794364;7.620703;https://heilig-geist-stiftung.de/stationaere-pflege/zuhause-im-sankt-lambertus/;https://heilig-geist-stiftung.de/impressum/;02594 958 0;medizinproduktesicherheit@heilig-geist-stiftung;Curie-Straße 20 48712 Gescher heskamp-medien;Thorsten Pieper, Stephan Chilla · Vorsitzender des Aufsichtsrates: Markus Brambr;;found;
8289;Haus Mutter Anna, Attendorn;Attendorn;Kreis Olpe;51.13455;7.893029;https://luckykids.de/kinderflohmarkt-babybasar-attendorn/;https://luckykids.de/impressum/;0174 / 3629692 (;;Bergstr. 26b 98693 Ilmenau Telefon;;;found;
12885;Franziskaner-Hof Senioren- und Pflegeheim/Wachkomapflege;Attendorn;Kreis Olpe;51.127901;7.899606;https://pflege-franziskanerhof-attendorn.gfo-online.de/;https://pflege-franziskanerhof-attendorn.gfo-online.de/impressum-1;02722 6357-0;kontakt@kbz-haan.de;Hospitalweg 6 57462 Olpe Tel;Markus Feldmann, Dr. Barbara Florange, Jan-Philipp Kasch;;found;
8283;Seniorenhaus St. Liborius, Attendorn;Attendorn;Kreis Olpe;51.126898;7.901708;https://www.suedwestfalen-nachrichten.de/kreis-olpe/attendorn-wunschaktion-im-seniorenhaus-st-liborius/;https://www.suedwestfalen-nachrichten.de/impressum/;+49-2761-5357881;redaktion@suedwestfalen-nachrichten.de;57462 Olpe;Jungfernhöh 2;;found;
755;Seniorenzentrum Haus an dem Pastorengarten;Augustdorf;Kreis Lippe;51.9101;8.747;;;;;;;;search_failed;
1937;Altenzentrum am Sähling;Bad Berleburg;Kreis Siegen-Wittgenstein;51.04484;8.384445;http://www.pflegelinks.de/staedte/bad-berleburg;http://www.pflegelinks.de/impressum;;info@pflegelinks.de;MoltkestraÃe 47, 20253 Hamburg;;;found;
24976;Friederike-Fliedner-Haus;Bad Berleburg;Kreis Siegen-Wittgenstein;51.0524;8.390589;https://www.johanneswerk.de/angebote/menschen-im-alter/angebot/altenheim-friederike-fliedner-haus/;https://www.johanneswerk.de/system/impressum/;0521 801-01;;Schildescher Str. 101 33611 Bielefeld Tel;Sabine Hirte (Vorsitzende);;found;
10;Haus Ederhöhe gGmbH;Bad Berleburg;Kreis Siegen-Wittgenstein;50.995844;8.496985;http://ederhoehe.nikodemuswerk.de/;http://ederhoehe.nikodemuswerk.de/impressum.html;+49 (0) 27 55-386996-133;;Ederhöhe 4, 57319 Bad;;;found;
7199;Seniorenresidenz Stellberg GmbH;Bad Driburg;Kreis Höxter;51.7378;9.0045;https://www.residenz-stellberg.de/;https://www.residenz-stellberg.de/impressum/;05253 / 935 120;kontakt@residenz-stellberg.de;Lange Straße 1 33014 Bad Driburg Telefon;Diplom-Kaufmann (FH);;found;
12424;"Seniorat Bad Driburg ""Haus in der Sonne""";Bad Driburg;Kreis Höxter;51.7285;9.0171;;;;;;;;search_failed;
1922;Philipp-Melanchthon-Zentrum;Bad Driburg;Kreis Höxter;51.732;9.0226;;;;;;;;search_failed;
21174;angebundene Kurzzeitpflege carpe diem Bad Driburg;Bad Driburg;Kreis Höxter;51.7359;9.0236;https://www.senioren-park.de/Bad-Driburg;https://www.senioren-park.de/Impressum#Datenschutz;02196/7214-40;mail@senioren-park.de;Flöring-Str. 22 42929 Wermelskirchen Telefon;Jan C. Schreiter;;found;
7329;Senioren-Park carpe diem Bad Driburg;Bad Driburg;Kreis Höxter;51.7359;9.0236;https://www.residenzen.de/seniorenresidenz/senioren-park_carpe_diem_-_bad_driburg-686843.html;https://www.residenzen.de/impressum;+49 671 4831306-0;info@proagemedia.de;Wöllsteiner Str. 3 55543 Bad Kreuznach Telefon;Kurt Schüller;;found;
29685;MediCare Seniorenresidenz Bad Driburg;Bad Driburg;Kreis Höxter;51.7322;9.031;https://www.carevor9.de/care-inside/seniorenresidenz-in-bad-driburg-eroeffnet;https://www.carevor9.de/impressum;06021/58 30 289;info@gloobi.de;Hauptstraße 28 63773 Goldbach Telefon;Thomas Hartung, Britta Linke und Pascal Brückmann;;found;
